,genre0,genre1,director0,ReleaseDate,region0
0,动画,短片,戴夫·穆林,2017,美国
1,动画,奇幻,宫崎,1986,日本
2,动画,短片,亚历山大·彼德洛,1999,俄罗斯
3,悬疑,惊悚,克里斯托弗·诺,1998,英国
4,动画,短片,徐景,1980,中国大陆
5,动画,短片,简·皮克,1997,美国
6,喜剧,动画,马克∙安德鲁,2005,美国
7,短片,unknown,路易斯·勒·普林,1888,法国
8,爱情,短片,胡安乔·希门尼斯·佩,2016,西班牙
9,剧情,爱情,克里斯·马,1962,法国
10,纪录片,unknown,扬·阿尔蒂斯-贝特,2019,法国
11,动画,unknown,扬·拉豪,2016,英国
12,动画,短片,万古,1959,中国大陆
13,动画,短片,布拉德·伯,2005,美国
14,喜剧,动画,Doug Sweetlan,2008,美国
15,动画,短片,Neil Coslet,2003,英国
16,纪录片,unknown,尤里斯·伊文,1988,法国
17,动画,短片,钱家,1981,中国大陆
18,动画,短片,杨·史云梅,1965,奥地利
19,动画,短片,钱家,1981,中国大陆
20,剧情,动画,迈克尔·度德威,2001,英国
21,喜剧,动画,尤金·法德仁科,unknown,加拿大
22,爱情,动画,萨施卡·昂塞尔,2013,美国
23,动画,短片,杨·史云梅,unknown,捷克斯洛伐克
24,动画,短片,钱家,1981,中国大陆
25,喜剧,动画,张松,1962,中国大陆
26,动画,短片,特,1960,中国大陆
27,喜剧,动画,Doug Sweetlan,2008,美国
28,喜剧,动作,乔治·梅里,1902,法国
29,动画,短片,Jonathan Klasse,2009,美国
30,动画,短片,徐景,1980,中国大陆
31,动画,短片,拉夫·埃格尔斯,2000,美国
32,剧情,短片,菲利普·桑,2008,英国
33,动画,短片,托默克·巴金斯,2004,波兰
34,纪录片,短片,奥古斯特·卢米埃,1896,法国
35,动画,短片,胡进,1984,中国大陆
36,动画,短片,钱家,1981,中国大陆
37,动画,短片,何玉,1958,中国大陆
38,动画,短片,史提夫·卡,2017,美国
39,动画,短片,托默克·巴金斯,2004,波兰
40,动画,短片,唐伯,2013,中国大陆
41,动画,短片,拉夫·埃格尔斯,2000,美国
42,动画,短片,巴德·乐,2004,美国
43,动画,短片,加藤久仁生,2003,日本
44,动作,科幻,押井,1995,日本
45,剧情,动画,特,1985,中国大陆
46,动画,短片,约翰·拉塞,1986,美国
47,剧情,短片,达斯汀·巴拉,2009,美国
48,动画,冒险,今,unknown,日本
49,纪录片,unknown,扬·阿尔蒂斯-贝特,2019,法国
50,短片,unknown,朱莉·戈蒂,2018,法国
51,喜剧,科幻,安格斯·麦克莱,2008,美国
52,剧情,爱情,陈可,1996,中国香港
53,剧情,历史,埃尔莫·纽加,2015,爱沙尼亚
54,动画,短片,拉夫·埃格尔斯,2000,美国
55,短片,unknown,乔治·阿尔培特·史密,1900,英国
56,动画,短片,约翰·拉塞,1989,美国
57,喜剧,爱情,库特·库恩,2007,美国
58,动画,短片,万古,1961,中国大陆
59,剧情,同性,迈克尔·迈,2012,以色列
60,短片,unknown,乔治·阿尔培特·史密,1900,英国
61,动画,短片,布拉德·伯,2005,美国
62,剧情,爱情,丹尼·博伊,2008,英国
63,纪录片,unknown,Jim Bruc,2013,美国
64,动画,短片,虞哲,1955,中国大陆
65,剧情,短片,盖·纳蒂,2018,美国
66,喜剧,动画,高畑,1999,日本
67,短片,unknown,斯派克·琼,2018,美国
68,喜剧,短片,爱德华·克莱,1921,美国
69,动画,短片,约翰·拉塞,1989,美国
70,动画,短片,约翰·拉塞,1986,美国
71,剧情,爱情,理查德·林克莱,2004,美国
72,短片,unknown,雷内·克莱,1924,法国
73,剧情,动画,钱家,1981,中国大陆
74,剧情,短片,鲍比·加拉贝迪,unknown,美国
75,喜剧,动画,凯尔·巴尔,2010,美国
76,喜剧,科幻,泰德·马托,2018,美国
77,动画,短片,特,1988,中国大陆
78,动画,短片,万古,1958,中国大陆
79,动画,短片,拉夫·埃格尔斯,2000,美国
80,unknown,unknown,康健,1990,中国大陆
81,科幻,短片,弗朗西斯·福特·科波,1986,美国
82,喜剧,短片,杰西卡·斯维,2018,英国
83,喜剧,动画,王柏,unknown,中国大陆
84,动画,短片,万古,1958,中国大陆
85,动画,unknown,福岛敦,2007,日本
86,喜剧,动画,亚罗·切,2013,美国
87,动画,短片,巴德·乐,2004,美国
88,动画,短片,洛朗·维,2013,卢森堡
89,喜剧,动画,法兰斯·罗夫,1981,匈牙利
90,动画,短片,拉夫·埃格尔斯,2000,美国
91,爱情,动画,克莱德·杰洛尼,1950,美国
92,动画,短片,马克斯·波,2017,法国
93,喜剧,科幻,细田,2009,日本
94,动画,短片,Michael Reicher,2008,德国
95,喜剧,科幻,唐·赫兹菲尔,2015,美国
96,爱情,动画,Beth Davi,2017,美国
97,动画,短片,王子,2018,中国大陆
98,喜剧,动画,胡雄,1983,中国大陆
99,剧情,动画,王树,1958,中国大陆
100,喜剧,短片,爱德华·克莱,1921,美国
101,动画,短片,Elise Garcett,2003,法国
102,剧情,动画,罗伯特·近,2014,美国
103,动画,短片,彭擎,2017,中国大陆
104,动画,短片,万古,1958,中国大陆
105,剧情,喜剧,蒂姆·波,1984,美国
106,喜剧,动画,李·昂克里,2017,美国
107,动画,短片,詹,1982,中国大陆
108,动画,短片,万古,1958,中国大陆
109,喜剧,短片,路易斯·卢米埃,1895,法国
110,动画,短片,李冬,2009,中国大陆
111,动画,短片,布鲁诺·肖法,2016,美国
112,科幻,短片,弗朗西斯·福特·科波,1986,美国
113,动画,短片,unknown,2017,美国
114,动作,动画,刘文,2020,中国大陆
115,喜剧,动画,嘉里·瑞德斯托,2007,美国
116,喜剧,短片,路易斯·卢米埃,1895,法国
117,动画,短片,谭晓,2010,中国大陆
118,喜剧,动画,凯尔·巴尔,2010,美国
119,动画,短片,萨比格尼·瑞比克金斯,1981,波兰
120,科幻,动画,Elizabeth Avella,2014,瑞典
121,动画,短片,托默克·巴金斯,2004,波兰
122,喜剧,动画,约瑟夫·巴伯,1945,美国
123,动画,短片,万古,1958,中国大陆
124,喜剧,动画,Doug Sweetlan,2008,美国
125,动画,短片,玛德琳·莎拉,2013,美国
126,纪录片,unknown,雅克·贝,2009,法国
127,动画,短片,靳,1979,中国大陆
128,科幻,动画,森本晃,1995,日本
129,剧情,动画,特雷弗·希门尼,2017,美国
130,喜剧,动画,王柏,1981,中国大陆
131,动画,短片,帕特里克·奥斯,2014,美国
132,动画,短片,王子,2018,中国大陆
133,动画,短片,曲建,1981,中国大陆
134,剧情,unknown,陈凯,2002,西班牙
135,喜剧,动画,马克∙安德鲁,2005,美国
136,动画,短片,拉夫·埃格尔斯,2000,美国
137,喜剧,战争,查理·卓别,1918,美国
138,剧情,喜剧,Santiago Grass,2008,阿根廷
139,剧情,爱情,弗朗西斯·,2017,英国
140,剧情,短片,尼尔斯·布尔贡,2017,荷兰
141,短片,unknown,路易斯·勒·普林,1888,英国
142,喜剧,动作,布拉德·伯,2004,美国
143,动画,短片,彭擎,2017,中国大陆
